treatment	id	game	period	choice	other_choice	session
Control	76	1	4	c	c	contr_2
Control	76	1	5	d	c	contr_2
Control	76	1	6	d	d	contr_2
Control	76	1	7	c	d	contr_2
Control	76	2	1	d	c	contr_2
Control	76	2	2	d	d	contr_2
Control	76	2	3	d	d	contr_2
Control	76	2	4	c	d	contr_2
Control	76	2	5	d	d	contr_2
Control	76	3	1	d	d	contr_2
Control	76	3	2	d	d	contr_2
Control	76	3	3	d	d	contr_2
Control	76	3	4	d	c	contr_2
Control	76	3	5	c	d	contr_2
Control	76	3	6	d	d	contr_2
Control	76	3	7	d	d	contr_2
Control	76	4	1	d	d	contr_2
Control	76	4	2	c	d	contr_2
Control	76	4	3	c	d	contr_2
Control	76	4	4	d	d	contr_2
Control	76	4	5	d	d	contr_2
Control	76	4	6	d	d	contr_2
Control	76	4	7	c	d	contr_2
Control	76	4	8	d	d	contr_2
Control	76	5	1	d	d	contr_2
Control	76	6	1	c	d	contr_2
Control	76	6	2	c	c	contr_2
Control	76	7	1	d	c	contr_2
Control	76	7	2	c	d	contr_2
Control	76	8	1	c	d	contr_2
Control	76	8	2	d	d	contr_2
Control	76	9	1	d	d	contr_2
Control	76	10	1	d	d	contr_2
Control	76	10	2	d	d	contr_2
Control	76	10	3	d	d	contr_2
Control	76	10	4	c	d	contr_2
Control	76	10	5	c	d	contr_2
Control	76	11	1	c	d	contr_2
Control	76	11	2	c	d	contr_2
Control	76	12	1	d	d	contr_2
Control	76	12	2	c	d	contr_2
Control	76	13	1	c	c	contr_2
Control	76	13	2	c	c	contr_2
Control	76	14	1	c	c	contr_2
Control	76	14	2	c	c	contr_2
Control	76	15	1	c	c	contr_2
Control	76	15	2	c	d	contr_2
Control	76	15	3	d	c	contr_2
Control	76	15	4	d	d	contr_2
Control	76	15	5	d	d	contr_2
Control	76	15	6	c	d	contr_2
Control	76	16	1	c	c	contr_2
Control	76	16	2	c	d	contr_2
Control	76	17	1	d	d	contr_2
Control	76	17	2	d	d	contr_2
Control	76	18	1	d	c	contr_2
Control	76	18	2	c	d	contr_2
Control	76	19	1	d	d	contr_2
Control	76	19	2	d	d	contr_2
Control	76	19	3	c	d	contr_2
Control	76	19	4	d	d	contr_2
Control	76	19	5	c	d	contr_2
Control	76	20	1	c	c	contr_2
Control	76	20	2	c	d	contr_2
Control	76	20	3	c	c	contr_2
Control	76	20	4	d	c	contr_2
Control	76	20	5	d	d	contr_2
Control	76	20	6	c	d	contr_2
Control	76	20	7	d	c	contr_2
Control	76	20	8	d	d	contr_2
Control	76	20	9	d	c	contr_2
Control	76	21	1	c	c	contr_2
Control	76	21	2	c	c	contr_2
Control	76	21	3	c	c	contr_2
Control	76	22	1	d	c	contr_2
Control	76	23	1	c	d	contr_2
Control	76	24	1	c	d	contr_2
Control	76	24	2	d	d	contr_2
Control	76	24	3	d	d	contr_2
Control	76	25	1	c	d	contr_2
Control	76	25	2	c	d	contr_2
Control	76	25	3	c	d	contr_2
Control	76	25	4	c	c	contr_2
Control	76	26	1	c	d	contr_2
Control	76	26	2	c	c	contr_2
Control	76	27	1	d	d	contr_2
Control	76	27	2	c	d	contr_2
Control	76	27	3	c	d	contr_2
Control	76	27	4	d	d	contr_2
Control	76	27	5	c	d	contr_2
Control	76	27	6	d	d	contr_2
Control	76	27	7	d	d	contr_2
Control	76	27	8	d	d	contr_2
Control	76	27	9	c	d	contr_2
Control	76	27	10	c	d	contr_2
Control	76	27	11	c	d	contr_2
Control	76	28	1	c	d	contr_2
Control	76	28	2	c	c	contr_2
Control	76	28	3	c	d	contr_2
Control	76	28	4	d	c	contr_2
Control	76	28	5	d	d	contr_2
Control	76	28	6	c	d	contr_2
Control	76	28	7	d	c	contr_2
Control	76	28	8	d	d	contr_2
Control	76	28	9	c	d	contr_2
Control	77	1	1	c	d	contr_2
Control	77	1	2	c	d	contr_2
Control	77	1	3	d	d	contr_2
Control	77	1	4	d	d	contr_2
Control	77	1	5	d	d	contr_2
Control	77	1	6	d	d	contr_2
Control	77	1	7	d	d	contr_2
Control	77	2	1	d	c	contr_2
Control	77	2	2	c	c	contr_2
Control	77	2	3	c	c	contr_2
Control	77	2	4	c	c	contr_2
Control	77	2	5	c	d	contr_2
Control	77	3	1	d	d	contr_2
Control	77	3	2	d	d	contr_2
Control	77	3	3	d	d	contr_2
Control	77	3	4	c	d	contr_2
Control	77	3	5	d	c	contr_2
Control	77	3	6	d	d	contr_2
Control	77	3	7	d	d	contr_2
Control	77	4	1	d	c	contr_2
Control	77	4	2	c	d	contr_2
Control	77	4	3	d	c	contr_2
Control	77	4	4	c	c	contr_2
Control	77	4	5	d	c	contr_2
Control	77	4	6	c	d	contr_2
Control	77	4	7	d	d	contr_2
Control	77	4	8	d	d	contr_2
Control	77	5	1	d	d	contr_2
Control	77	6	1	d	d	contr_2
Control	77	6	2	d	d	contr_2
Control	77	7	1	c	d	contr_2
Control	77	7	2	d	d	contr_2
Control	77	8	1	d	d	contr_2
Control	77	8	2	d	d	contr_2
Control	77	9	1	d	d	contr_2
Control	77	10	1	d	d	contr_2
Control	77	10	2	d	d	contr_2
Control	77	10	3	d	d	contr_2
Control	77	10	4	d	d	contr_2
Control	77	10	5	d	d	contr_2
Control	77	11	1	d	d	contr_2
Control	77	11	2	c	d	contr_2
Control	77	12	1	d	d	contr_2
Control	77	12	2	d	c	contr_2
Control	77	13	1	d	d	contr_2
Control	77	13	2	d	d	contr_2
Control	77	14	1	d	d	contr_2
Control	77	14	2	d	d	contr_2
Control	77	15	1	c	d	contr_2
Control	77	15	2	d	d	contr_2
Control	77	15	3	d	d	contr_2
Control	77	15	4	d	d	contr_2
Control	77	15	5	d	d	contr_2
Control	77	15	6	d	d	contr_2
Control	77	16	1	d	c	contr_2
Control	77	16	2	c	d	contr_2
Control	77	17	1	d	d	contr_2
Control	77	17	2	d	d	contr_2
Control	77	18	1	d	d	contr_2
Control	77	18	2	d	d	contr_2
Control	77	19	1	d	c	contr_2
Control	77	19	2	c	d	contr_2
Control	77	19	3	d	c	contr_2
Control	77	19	4	c	c	contr_2
Control	77	19	5	d	c	contr_2
Control	77	20	1	d	d	contr_2
Control	77	20	2	d	d	contr_2
Control	77	20	3	d	d	contr_2
Control	77	20	4	d	d	contr_2
Control	77	20	5	d	d	contr_2
Control	77	20	6	d	d	contr_2
Control	77	20	7	d	d	contr_2
Control	77	20	8	d	d	contr_2
Control	77	20	9	d	d	contr_2
Control	77	21	1	c	d	contr_2
Control	77	21	2	d	d	contr_2
Control	77	21	3	d	d	contr_2
Control	77	22	1	d	d	contr_2
Control	77	23	1	c	c	contr_2
Control	77	24	1	d	d	contr_2
Control	77	24	2	c	d	contr_2
Control	77	24	3	d	d	contr_2
Control	77	25	1	d	d	contr_2
Control	77	25	2	c	d	contr_2
Control	77	25	3	d	d	contr_2
Control	77	25	4	d	d	contr_2
Control	77	26	1	d	d	contr_2
Control	77	26	2	d	d	contr_2
Control	77	27	1	d	c	contr_2
Control	77	27	2	c	d	contr_2
Control	77	27	3	d	d	contr_2
Control	77	27	4	d	d	contr_2
Control	77	27	5	d	d	contr_2
Control	77	27	6	d	d	contr_2
Control	77	27	7	d	d	contr_2
Control	77	27	8	d	d	contr_2
Control	77	27	9	d	d	contr_2
Control	77	27	10	d	d	contr_2
Control	77	27	11	d	d	contr_2
Control	77	28	1	d	c	contr_2
Control	77	28	2	c	c	contr_2
Control	77	28	3	d	c	contr_2
Control	77	28	4	c	d	contr_2
Control	77	28	5	d	d	contr_2
Control	77	28	6	d	c	contr_2
Control	77	28	7	c	d	contr_2
Control	77	28	8	d	d	contr_2
Control	77	28	9	d	c	contr_2
Control	78	1	1	d	c	contr_2
Control	78	1	2	d	c	contr_2
Control	78	1	3	d	d	contr_2
Control	78	1	4	d	d	contr_2
Control	78	1	5	d	d	contr_2
Control	78	1	6	d	d	contr_2
Control	78	1	7	d	d	contr_2
Control	78	2	1	d	c	contr_2
Control	78	2	2	d	c	contr_2
Control	78	2	3	d	d	contr_2
Control	78	2	4	d	d	contr_2
Control	78	2	5	d	d	contr_2
Control	78	3	1	d	d	contr_2
Control	78	3	2	d	d	contr_2
Control	78	3	3	d	d	contr_2
Control	78	3	4	d	d	contr_2
Control	78	3	5	d	d	contr_2
Control	78	3	6	d	d	contr_2
Control	78	3	7	d	d	contr_2
Control	78	4	1	d	c	contr_2
Control	78	4	2	d	d	contr_2
Control	78	4	3	d	c	contr_2
Control	78	4	4	d	d	contr_2
Control	78	4	5	d	d	contr_2
Control	78	4	6	d	d	contr_2
Control	78	4	7	d	d	contr_2
Control	78	4	8	d	d	contr_2
Control	78	5	1	d	c	contr_2
Control	78	6	1	d	c	contr_2
Control	78	6	2	d	d	contr_2
Control	78	7	1	d	c	contr_2
Control	78	7	2	d	d	contr_2
Control	78	8	1	d	c	contr_2
Control	78	8	2	d	d	contr_2
Control	78	9	1	d	c	contr_2
Control	78	10	1	d	d	contr_2
Control	78	10	2	d	d	contr_2
Control	78	10	3	d	d	contr_2
Control	78	10	4	d	d	contr_2
Control	78	10	5	d	d	contr_2
Control	78	11	1	d	d	contr_2
Control	78	11	2	d	d	contr_2
Control	78	12	1	d	d	contr_2
Control	78	12	2	d	d	contr_2
Control	78	13	1	d	c	contr_2
Control	78	13	2	d	c	contr_2
Control	78	14	1	d	d	contr_2
Control	78	14	2	d	d	contr_2
Control	78	15	1	d	c	contr_2
Control	78	15	2	d	d	contr_2
Control	78	15	3	d	d	contr_2
Control	78	15	4	d	d	contr_2
Control	78	15	5	d	d	contr_2
Control	78	15	6	d	d	contr_2
Control	78	16	1	d	d	contr_2
Control	78	16	2	d	d	contr_2
Control	78	17	1	d	c	contr_2
Control	78	17	2	d	d	contr_2
Control	78	18	1	d	d	contr_2
Control	78	18	2	d	d	contr_2
Control	78	19	1	d	d	contr_2
Control	78	19	2	d	d	contr_2
Control	78	19	3	d	d	contr_2
Control	78	19	4	d	d	contr_2
Control	78	19	5	d	d	contr_2
Control	78	20	1	d	d	contr_2
Control	78	20	2	d	d	contr_2
Control	78	20	3	d	d	contr_2
Control	78	20	4	d	d	contr_2
Control	78	20	5	d	d	contr_2
Control	78	20	6	d	d	contr_2
Control	78	20	7	d	d	contr_2
Control	78	20	8	d	d	contr_2
Control	78	20	9	d	d	contr_2
Control	78	21	1	d	d	contr_2
Control	78	21	2	d	d	contr_2
Control	78	21	3	d	d	contr_2
Control	78	22	1	d	d	contr_2
Control	78	23	1	d	c	contr_2
Control	78	24	1	d	d	contr_2
Control	78	24	2	d	d	contr_2
Control	78	24	3	d	d	contr_2
Control	78	25	1	d	c	contr_2
Control	78	25	2	d	d	contr_2
Control	78	25	3	d	d	contr_2
Control	78	25	4	d	d	contr_2
Control	78	26	1	d	d	contr_2
Control	78	26	2	d	d	contr_2
Control	78	27	1	d	c	contr_2
Control	78	27	2	d	d	contr_2
Control	78	27	3	d	d	contr_2
Control	78	27	4	d	d	contr_2
Control	78	27	5	d	d	contr_2
Control	78	27	6	d	d	contr_2
Control	78	27	7	d	d	contr_2
Control	78	27	8	d	d	contr_2
Control	78	27	9	d	d	contr_2
Control	78	27	10	d	d	contr_2
Control	78	27	11	d	d	contr_2
Control	78	28	1	d	d	contr_2
Control	78	28	2	d	d	contr_2
Control	78	28	3	d	d	contr_2
Control	78	28	4	d	d	contr_2
Control	78	28	5	d	d	contr_2
Control	78	28	6	d	d	contr_2
Control	78	28	7	d	d	contr_2
Control	78	28	8	d	d	contr_2
Control	78	28	9	d	d	contr_2
Control	79	1	1	d	c	contr_3
Control	79	1	2	c	d	contr_3
Control	79	1	3	d	c	contr_3
Control	79	2	1	d	d	contr_3
Control	79	2	2	d	d	contr_3
Control	79	2	3	d	d	contr_3
Control	79	2	4	d	d	contr_3
Control	79	2	5	d	d	contr_3
Control	79	2	6	d	d	contr_3
Control	79	2	7	d	d	contr_3
Control	79	2	8	d	d	contr_3
Control	79	2	9	d	d	contr_3
Control	79	2	10	d	d	contr_3
Control	79	3	1	d	d	contr_3
Control	79	3	2	d	d	contr_3
Control	79	4	1	d	d	contr_3
Control	79	4	2	d	d	contr_3
Control	79	4	3	d	d	contr_3
Control	79	4	4	d	d	contr_3
Control	79	4	5	d	d	contr_3
Control	79	4	6	d	d	contr_3
Control	79	4	7	d	d	contr_3
Control	79	4	8	d	d	contr_3
Control	79	4	9	d	d	contr_3
Control	79	4	10	d	d	contr_3
Control	79	4	11	d	d	contr_3
Control	79	4	12	d	d	contr_3
Control	79	4	13	d	c	contr_3
Control	79	4	14	d	c	contr_3
Control	79	4	15	d	d	contr_3
Control	79	4	16	d	d	contr_3
Control	79	4	17	d	d	contr_3
Control	79	4	18	d	d	contr_3
Control	79	4	19	d	d	contr_3
Control	79	4	20	d	d	contr_3
Control	79	4	21	d	d	contr_3
Control	79	5	1	d	c	contr_3
Control	79	5	2	d	c	contr_3
Control	79	6	1	d	c	contr_3
Control	79	7	1	d	d	contr_3
Control	79	7	2	d	c	contr_3
Control	79	7	3	d	d	contr_3
Control	79	7	4	d	d	contr_3
Control	79	7	5	d	d	contr_3
Control	79	7	6	d	d	contr_3
Control	79	8	1	d	c	contr_3
Control	79	9	1	d	c	contr_3
Control	79	9	2	d	d	contr_3
Control	79	9	3	d	d	contr_3
Control	79	9	4	d	d	contr_3
Control	79	9	5	d	d	contr_3
Control	79	9	6	d	d	contr_3
Control	79	9	7	d	d	contr_3
Control	79	9	8	d	d	contr_3
Control	79	9	9	d	d	contr_3
Control	79	9	10	d	d	contr_3
Control	79	9	11	d	d	contr_3
Control	79	9	12	d	d	contr_3
Control	79	9	13	d	d	contr_3
Control	79	10	1	d	d	contr_3
Control	79	10	2	d	c	contr_3
Control	79	10	3	d	d	contr_3
Control	79	10	4	d	d	contr_3
Control	79	10	5	d	d	contr_3
Control	79	11	1	d	c	contr_3
Control	79	11	2	d	c	contr_3
Control	79	11	3	d	c	contr_3
Control	79	11	4	d	d	contr_3
Control	79	11	5	d	d	contr_3
Control	79	11	6	d	d	contr_3
Control	79	11	7	d	d	contr_3
Control	79	11	8	d	d	contr_3
Control	79	12	1	d	d	contr_3
Control	79	13	1	d	d	contr_3
Control	79	13	2	d	c	contr_3
Control	79	13	3	d	d	contr_3
Control	79	14	1	d	c	contr_3
Control	79	14	2	d	d	contr_3
Control	79	14	3	d	d	contr_3
Control	79	14	4	d	d	contr_3
Control	79	14	5	d	d	contr_3
Control	79	14	6	d	d	contr_3
Control	79	14	7	d	d	contr_3
Control	79	14	8	d	d	contr_3
Control	79	14	9	d	d	contr_3
Control	79	14	10	d	d	contr_3
Control	79	15	1	d	d	contr_3
Control	79	15	2	d	c	contr_3
Control	79	15	3	d	d	contr_3
Control	79	16	1	d	c	contr_3
Control	79	16	2	d	d	contr_3
Control	79	16	3	d	d	contr_3
Control	79	17	1	d	c	contr_3
Control	79	17	2	d	d	contr_3
Control	79	17	3	d	d	contr_3
Control	79	17	4	d	d	contr_3
Control	79	18	1	d	c	contr_3
Control	79	19	1	d	d	contr_3
Control	79	19	2	d	c	contr_3
Control	79	19	3	d	d	contr_3
Control	79	20	1	d	d	contr_3
Control	79	21	1	d	d	contr_3
Control	79	21	2	d	c	contr_3
Control	79	21	3	d	d	contr_3
Control	79	22	1	d	d	contr_3
Control	79	23	1	d	c	contr_3
Control	79	24	1	d	d	contr_3
Control	79	24	2	d	c	contr_3
Control	79	24	3	d	d	contr_3
Control	79	24	4	d	d	contr_3
Control	79	25	1	d	d	contr_3
Control	79	26	1	d	c	contr_3
Control	79	26	2	d	d	contr_3
Control	79	26	3	d	d	contr_3
Control	79	27	1	d	d	contr_3
Control	79	27	2	d	c	contr_3
Control	79	28	1	d	c	contr_3
Control	79	29	1	d	d	contr_3
Control	79	29	2	d	d	contr_3
Control	79	29	3	d	d	contr_3
Control	80	1	1	d	d	contr_3
Control	80	1	2	d	d	contr_3
Control	80	1	3	d	d	contr_3
Control	80	2	1	d	d	contr_3
Control	80	2	2	d	d	contr_3
Control	80	2	3	d	d	contr_3
Control	80	2	4	d	d	contr_3
Control	80	2	5	d	d	contr_3
Control	80	2	6	d	d	contr_3
Control	80	2	7	d	d	contr_3
Control	80	2	8	d	d	contr_3
Control	80	2	9	d	d	contr_3
Control	80	2	10	d	d	contr_3
Control	80	3	1	d	c	contr_3
Control	80	3	2	c	c	contr_3
Control	80	4	1	d	c	contr_3
Control	80	4	2	c	d	contr_3
Control	80	4	3	c	c	contr_3
Control	80	4	4	c	c	contr_3
Control	80	4	5	c	c	contr_3
Control	80	4	6	c	c	contr_3
Control	80	4	7	c	c	contr_3
Control	80	4	8	c	c	contr_3
Control	80	4	9	c	c	contr_3
Control	80	4	10	c	c	contr_3
Control	80	4	11	c	c	contr_3
Control	80	4	12	c	c	contr_3
Control	80	4	13	c	c	contr_3
Control	80	4	14	c	c	contr_3
Control	80	4	15	c	c	contr_3
Control	80	4	16	c	c	contr_3
Control	80	4	17	c	c	contr_3
Control	80	4	18	c	c	contr_3
Control	80	4	19	c	c	contr_3
Control	80	4	20	c	c	contr_3
Control	80	4	21	c	c	contr_3
Control	80	5	1	c	c	contr_3
Control	80	5	2	c	c	contr_3
Control	80	6	1	c	d	contr_3
Control	80	7	1	c	c	contr_3
Control	80	7	2	c	c	contr_3
Control	80	7	3	c	c	contr_3
Control	80	7	4	c	c	contr_3
Control	80	7	5	c	c	contr_3
Control	80	7	6	c	c	contr_3
Control	80	8	1	c	d	contr_3
Control	80	9	1	c	c	contr_3
Control	80	9	2	c	c	contr_3
Control	80	9	3	c	c	contr_3
Control	80	9	4	c	c	contr_3
Control	80	9	5	c	c	contr_3
Control	80	9	6	c	c	contr_3
Control	80	9	7	c	c	contr_3
Control	80	9	8	c	c	contr_3
Control	80	9	9	c	c	contr_3
Control	80	9	10	c	c	contr_3
Control	80	9	11	c	c	contr_3
Control	80	9	12	c	c	contr_3
Control	80	9	13	c	c	contr_3
Control	80	10	1	c	c	contr_3
Control	80	10	2	c	c	contr_3
Control	80	10	3	c	c	contr_3
Control	80	10	4	c	c	contr_3
Control	80	10	5	c	c	contr_3
Control	80	11	1	c	d	contr_3
Control	80	11	2	c	c	contr_3
Control	80	11	3	c	c	contr_3
Control	80	11	4	c	c	contr_3
Control	80	11	5	c	c	contr_3
Control	80	11	6	c	c	contr_3
Control	80	11	7	c	c	contr_3
Control	80	11	8	c	c	contr_3
Control	80	12	1	c	c	contr_3
Control	80	13	1	c	c	contr_3
Control	80	13	2	c	c	contr_3
Control	80	13	3	c	c	contr_3
Control	80	14	1	c	c	contr_3
Control	80	14	2	c	c	contr_3
Control	80	14	3	c	c	contr_3
Control	80	14	4	c	c	contr_3
Control	80	14	5	c	c	contr_3
Control	80	14	6	c	c	contr_3
Control	80	14	7	c	c	contr_3
Control	80	14	8	c	c	contr_3
Control	80	14	9	c	c	contr_3
Control	80	14	10	c	c	contr_3
Control	80	15	1	c	c	contr_3
Control	80	15	2	c	c	contr_3
Control	80	15	3	c	c	contr_3
Control	80	16	1	c	d	contr_3
Control	80	16	2	d	c	contr_3
Control	80	16	3	c	d	contr_3
Control	80	17	1	c	d	contr_3
Control	80	17	2	d	c	contr_3
Control	80	17	3	c	d	contr_3
Control	80	17	4	d	c	contr_3
Control	80	18	1	c	c	contr_3
Control	80	19	1	c	d	contr_3
Control	80	19	2	d	d	contr_3
Control	80	19	3	d	d	contr_3
Control	80	20	1	c	d	contr_3
Control	80	21	1	c	c	contr_3
Control	80	21	2	c	c	contr_3
Control	80	21	3	c	c	contr_3
Control	80	22	1	c	d	contr_3
Control	80	23	1	c	c	contr_3
Control	80	24	1	c	c	contr_3
Control	80	24	2	c	c	contr_3
Control	80	24	3	c	c	contr_3
Control	80	24	4	c	c	contr_3
Control	80	25	1	c	d	contr_3
Control	80	26	1	c	c	contr_3
Control	80	26	2	c	c	contr_3
Control	80	26	3	c	c	contr_3
Control	80	27	1	c	c	contr_3
Control	80	27	2	c	d	contr_3
Control	80	28	1	c	d	contr_3
Control	80	29	1	c	d	contr_3
Control	80	29	2	d	d	contr_3
Control	80	29	3	d	d	contr_3
Control	81	1	1	d	d	contr_3
Control	81	1	2	d	d	contr_3
Control	81	1	3	c	c	contr_3
Control	81	2	1	d	d	contr_3
Control	81	2	2	d	c	contr_3
Control	81	2	3	d	c	contr_3
Control	81	2	4	c	c	contr_3
Control	81	2	5	c	c	contr_3
Control	81	2	6	d	c	contr_3
Control	81	2	7	d	d	contr_3
Control	81	2	8	d	d	contr_3
Control	81	2	9	d	d	contr_3
Control	81	2	10	d	d	contr_3
Control	81	3	1	d	c	contr_3
Control	81	3	2	c	d	contr_3
Control	81	4	1	c	d	contr_3
Control	81	4	2	c	d	contr_3
Control	81	4	3	d	d	contr_3
Control	81	4	4	d	d	contr_3
Control	81	4	5	d	c	contr_3
Control	81	4	6	d	d	contr_3
Control	81	4	7	d	d	contr_3
Control	81	4	8	d	d	contr_3
Control	81	4	9	d	d	contr_3
Control	81	4	10	d	d	contr_3
Control	81	4	11	d	d	contr_3
Control	81	4	12	d	c	contr_3
Control	81	4	13	d	c	contr_3
Control	81	4	14	d	d	contr_3
Control	81	4	15	d	d	contr_3
Control	81	4	16	d	d	contr_3
Control	81	4	17	d	d	contr_3
Control	81	4	18	d	d	contr_3
Control	81	4	19	d	d	contr_3
Control	81	4	20	d	d	contr_3
Control	81	4	21	d	d	contr_3
Control	81	5	1	c	d	contr_3
Control	81	5	2	c	d	contr_3
Control	81	6	1	c	c	contr_3
Control	81	7	1	c	d	contr_3
Control	81	7	2	d	d	contr_3
Control	81	7	3	d	d	contr_3
Control	81	7	4	d	d	contr_3
Control	81	7	5	d	d	contr_3
Control	81	7	6	d	d	contr_3
Control	81	8	1	c	d	contr_3
Control	81	9	1	c	c	contr_3
Control	81	9	2	c	c	contr_3
Control	81	9	3	c	c	contr_3
Control	81	9	4	c	c	contr_3
Control	81	9	5	c	c	contr_3
Control	81	9	6	c	c	contr_3
Control	81	9	7	c	c	contr_3
Control	81	9	8	c	c	contr_3
Control	81	9	9	c	c	contr_3
Control	81	9	10	c	c	contr_3
Control	81	9	11	c	c	contr_3
Control	81	9	12	c	c	contr_3
Control	81	9	13	c	c	contr_3
Control	81	10	1	c	c	contr_3
Control	81	10	2	c	c	contr_3
Control	81	10	3	c	c	contr_3
Control	81	10	4	c	c	contr_3
Control	81	10	5	c	c	contr_3
Control	81	11	1	c	d	contr_3
Control	81	11	2	c	c	contr_3
Control	81	11	3	c	c	contr_3
Control	81	11	4	c	c	contr_3
Control	81	11	5	c	c	contr_3
Control	81	11	6	c	c	contr_3
Control	81	11	7	c	c	contr_3
Control	81	11	8	c	c	contr_3
Control	81	12	1	c	d	contr_3
Control	81	13	1	c	c	contr_3
Control	81	13	2	c	c	contr_3
Control	81	13	3	c	c	contr_3
Control	81	14	1	c	c	contr_3
Control	81	14	2	c	c	contr_3
Control	81	14	3	c	c	contr_3
Control	81	14	4	c	c	contr_3
Control	81	14	5	c	c	contr_3
Control	81	14	6	c	c	contr_3
Control	81	14	7	c	c	contr_3
Control	81	14	8	c	c	contr_3
Control	81	14	9	c	c	contr_3
Control	81	14	10	c	c	contr_3
Control	81	15	1	c	d	contr_3
Control	81	15	2	c	c	contr_3
Control	81	15	3	c	c	contr_3
Control	81	16	1	c	d	contr_3
Control	81	16	2	c	c	contr_3
Control	81	16	3	c	c	contr_3
Control	81	17	1	c	c	contr_3
Control	81	17	2	c	c	contr_3
Control	81	17	3	c	c	contr_3
Control	81	17	4	c	c	contr_3
Control	81	18	1	c	c	contr_3
Control	81	19	1	c	c	contr_3
Control	81	19	2	c	c	contr_3
Control	81	19	3	c	c	contr_3
Control	81	20	1	c	d	contr_3
Control	81	21	1	c	c	contr_3
Control	81	21	2	c	c	contr_3
Control	81	21	3	c	c	contr_3
Control	81	22	1	c	c	contr_3
Control	81	23	1	c	d	contr_3
Control	81	24	1	c	d	contr_3
Control	81	24	2	c	c	contr_3
Control	81	24	3	c	c	contr_3
Control	81	24	4	c	c	contr_3
Control	81	25	1	c	c	contr_3
Control	81	26	1	c	d	contr_3
Control	81	26	2	c	d	contr_3
Control	81	26	3	d	d	contr_3
Control	81	27	1	c	c	contr_3
Control	81	27	2	c	c	contr_3
Control	81	28	1	c	d	contr_3
Control	81	29	1	c	d	contr_3
Control	81	29	2	c	d	contr_3
Control	81	29	3	d	d	contr_3
Control	82	1	1	d	d	contr_3
Control	82	1	2	d	d	contr_3
Control	82	1	3	d	d	contr_3
Control	82	2	1	d	d	contr_3
Control	82	2	2	c	d	contr_3
Control	82	2	3	c	d	contr_3
Control	82	2	4	c	c	contr_3
Control	82	2	5	c	c	contr_3
Control	82	2	6	c	d	contr_3
Control	82	2	7	d	d	contr_3
Control	82	2	8	d	d	contr_3
Control	82	2	9	d	d	contr_3
Control	82	2	10	d	d	contr_3
Control	82	3	1	d	c	contr_3
Control	82	3	2	d	d	contr_3
Control	82	4	1	d	c	contr_3
Control	82	4	2	d	c	contr_3
Control	82	4	3	d	d	contr_3
Control	82	4	4	d	d	contr_3
Control	82	4	5	c	d	contr_3
Control	82	4	6	d	d	contr_3
Control	82	4	7	d	d	contr_3
Control	82	4	8	d	d	contr_3
Control	82	4	9	d	d	contr_3
Control	82	4	10	d	d	contr_3
Control	82	4	11	d	d	contr_3
Control	82	4	12	c	d	contr_3
Control	82	4	13	c	d	contr_3
Control	82	4	14	d	d	contr_3
Control	82	4	15	d	d	contr_3
Control	82	4	16	d	d	contr_3
Control	82	4	17	d	d	contr_3
Control	82	4	18	d	d	contr_3
Control	82	4	19	d	d	contr_3
Control	82	4	20	d	d	contr_3
Control	82	4	21	d	d	contr_3
Control	82	5	1	d	c	contr_3
Control	82	5	2	d	c	contr_3
Control	82	6	1	d	c	contr_3
Control	82	7	1	c	c	contr_3
Control	82	7	2	c	c	contr_3
Control	82	7	3	c	c	contr_3
Control	82	7	4	c	c	contr_3
Control	82	7	5	c	c	contr_3
Control	82	7	6	c	c	contr_3
Control	82	8	1	c	c	contr_3
Control	82	9	1	c	c	contr_3
Control	82	9	2	c	c	contr_3
Control	82	9	3	c	c	contr_3
Control	82	9	4	c	c	contr_3
Control	82	9	5	c	c	contr_3
Control	82	9	6	c	c	contr_3
Control	82	9	7	c	c	contr_3
Control	82	9	8	c	c	contr_3
Control	82	9	9	c	c	contr_3
Control	82	9	10	c	c	contr_3
Control	82	9	11	c	c	contr_3
Control	82	9	12	c	c	contr_3
Control	82	9	13	c	c	contr_3
Control	82	10	1	c	c	contr_3
Control	82	10	2	c	c	contr_3
Control	82	10	3	c	c	contr_3
Control	82	10	4	c	c	contr_3
Control	82	10	5	c	c	contr_3
Control	82	11	1	c	d	contr_3
Control	82	11	2	c	d	contr_3
Control	82	11	3	c	d	contr_3
Control	82	11	4	d	d	contr_3
Control	82	11	5	d	d	contr_3
Control	82	11	6	d	d	contr_3
Control	82	11	7	d	d	contr_3
Control	82	11	8	d	d	contr_3
Control	82	12	1	c	c	contr_3
Control	82	13	1	c	d	contr_3
Control	82	13	2	c	c	contr_3
Control	82	13	3	c	c	contr_3
Control	82	14	1	c	c	contr_3
Control	82	14	2	c	c	contr_3
Control	82	14	3	c	c	contr_3
Control	82	14	4	c	c	contr_3
Control	82	14	5	c	c	contr_3
Control	82	14	6	c	c	contr_3
Control	82	14	7	c	c	contr_3
Control	82	14	8	c	c	contr_3
Control	82	14	9	c	c	contr_3
Control	82	14	10	c	c	contr_3
Control	82	15	1	c	d	contr_3
Control	82	15	2	c	c	contr_3
Control	82	15	3	c	c	contr_3
Control	82	16	1	c	d	contr_3
Control	82	16	2	c	d	contr_3
Control	82	16	3	d	d	contr_3
Control	82	17	1	c	c	contr_3
Control	82	17	2	c	c	contr_3
Control	82	17	3	c	c	contr_3
